NUMERO_INCIDENTE;CODIGO_CRIME;CODIGO_GRUPO_CRIME;DESCRICAO_CRIME;DISTRITO;AREA_REPORTADA;TEVE_TIRO;DATA_OCORRENCIA;ANO;MES;DIA_DA_SEMANA;HORA;ALTO_RISCO;LATITUDE;LONGITUDE
I182054462;1402;Vandalism;VANDALISM;B2;329;0;10/07/2018 20:00;2018;7;Tuesday;20;0;42.31190459;-71.09049521
I182054457;3301;Verbal Disputes;VERBAL DISPUTE;B2;901;0;11/07/2018 09:15;2018;7;Wednesday;9;0;42.30350569;-71.08455991
I182054453;3201;Property Lost;PROPERTY - LOST;B2;304;0;04/07/2018 08:00;2018;7;Wednesday;8;0;42.32866284;-71.08563401
I182054437;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;313;0;10/07/2018 23:45;2018;7;Tuesday;23;0;42.31633855;-71.06879992
I182054434;724;Auto Theft;AUTO THEFT;B2;280;0;11/07/2018 05:58;2018;7;Wednesday;5;0;0;0
I182054434;381;Robbery;ROBBERY - CAR JACKING;B2;280;0;11/07/2018 05:58;2018;7;Wednesday;5;1;42.33506218;-71.09316781
I182054434;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;280;0;11/07/2018 05:58;2018;7;Wednesday;5;1;42.32866284;-71.08563401
I182054431;3115;Investigate Person;INVESTIGATE PERSON;B2;305;0;11/07/2018 05:09;2018;7;Wednesday;5;0;42.32849143;-71.08121253
I182054425;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2; ;0;11/07/2018 02:25;2018;7;Wednesday;2;0;0;0
I182054422;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2; ;0;11/07/2018 01:55;2018;7;Wednesday;1;1;42.33151844;-71.08444334
I182054422;735;Auto Theft Recovery;RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON);B2; ;0;11/07/2018 01:55;2018;7;Wednesday;1;0;42.31348717;-71.07544518
I182054422;1300;Recovered Stolen Property;STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING;B2; ;0;11/07/2018 01:55;2018;7;Wednesday;1;0;42.33024704;-71.08077804
I182054422;2405;Disorderly Conduct;DISORDERLY CONDUCT;B2; ;0;11/07/2018 01:55;2018;7;Wednesday;1;0;42.3093638;-71.08416777
I182054422;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2; ;0;11/07/2018 01:55;2018;7;Wednesday;1;0;42.3093638;-71.08416777
I182054422;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2; ;0;11/07/2018 01:55;2018;7;Wednesday;1;0;42.31836105;-71.07106326
I182054421;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;290;0;11/07/2018 01:04;2018;7;Wednesday;1;0;42.31836105;-71.07106326
I182054411;3115;Investigate Person;INVESTIGATE PERSON;B2;588;0;10/07/2018 23:48;2018;7;Tuesday;23;0;0;0
I182054404;3115;Investigate Person;INVESTIGATE PERSON;B2;280;0;10/07/2018 22:43;2018;7;Tuesday;22;0;42.31744931;-71.08486997
I182054403;1402;Vandalism;VANDALISM;B2;329;0;10/07/2018 22:02;2018;7;Tuesday;22;0;42.33046536;-71.07442945
I182054383;2007;Restraining Order Violations;VIOL. OF RESTRAINING ORDER W NO ARREST;B2;320;0;10/07/2018 20:21;2018;7;Tuesday;20;0;42.32224199;-71.08432664
I182054378;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;182;0;10/07/2018 21:27;2018;7;Tuesday;21;0;42.32224199;-71.08432664
I182054358;1402;Vandalism;VANDALISM;B2;319;0;10/07/2018 19:34;2018;7;Tuesday;19;0;42.30638316;-71.08435635
I182054346;1402;Vandalism;VANDALISM;B2;312;0;10/07/2018 05:00;2018;7;Tuesday;5;0;42.31632131;-71.0892305
I182054327;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;311;0;10/07/2018 18:51;2018;7;Tuesday;18;0;42.32422876;-71.08140609
I182054308;3115;Investigate Person;INVESTIGATE PERSON;B2;257;0;10/07/2018 16:24;2018;7;Tuesday;16;0;42.32955354;-71.09357444
I182054301;617;Larceny;LARCENY THEFT FROM BUILDING;B2;327;0;10/07/2018 12:00;2018;7;Tuesday;12;0;42.33327118;-71.10277784
I182054301;3207;Property Found;PROPERTY - FOUND;B2;327;0;10/07/2018 12:00;2018;7;Tuesday;12;0;42.3274487;-71.08308075
I182054300;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;288;0;10/07/2018 16:14;2018;7;Tuesday;16;0;42.33001318;-71.09117863
I182054298;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;182;0;08/07/2018 19:00;2018;7;Sunday;19;0;42.33001318;-71.09117863
I182054295;3301;Verbal Disputes;VERBAL DISPUTE;B2;184;0;26/06/2018 17:09;2018;6;Tuesday;17;0;42.31051763;-71.08260226
I182054287;3301;Verbal Disputes;VERBAL DISPUTE;B2;294;0;10/07/2018 16:20;2018;7;Tuesday;16;0;42.31851534;-71.09560596
I182054282;1106;Confidence Games;FRAUD - CREDIT CARD / ATM FRAUD;B2;330;0;26/06/2018 00:00;2018;6;Tuesday;0;0;42.30700371;-71.08313157
I182054279;1106;Confidence Games;FRAUD - CREDIT CARD / ATM FRAUD;B2;261;0;10/07/2018 16:26;2018;7;Tuesday;16;0;42.30700371;-71.08313157
I182054263;2629;Harassment;HARASSMENT;B2;330;0;10/07/2018 15:50;2018;7;Tuesday;15;0;42.30660388;-71.08055038
I182054247;301;Robbery;ROBBERY - STREET;B2;279;0;09/07/2018 21:00;2018;7;Monday;21;1;42.3355116;-71.09963928
I182054247;706;Auto Theft;AUTO THEFT - MOTORCYCLE / SCOOTER;B2;279;0;09/07/2018 21:00;2018;7;Monday;21;0;42.31943966;-71.09467467
I182054247;1402;Vandalism;VANDALISM;B2;279;0;09/07/2018 21:00;2018;7;Monday;21;0;42.3147534;-71.08354888
I182054247;3125;Warrant Arrests;WARRANT ARREST;B2;279;0;09/07/2018 21:00;2018;7;Monday;21;0;42.32872589;-71.08382217
I182054247;3130;Search Warrants;SEARCH WARRANT;B2;279;0;09/07/2018 21:00;2018;7;Monday;21;0;42.32872589;-71.08382217
I182054247;1304;Recovered Stolen Property;PROPERTY - STOLEN THEN RECOVERED;B2;279;0;09/07/2018 21:00;2018;7;Monday;21;0;42.32872589;-71.08382217
I182054237;1841;Drug Violation;DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP;B2;179;0;10/07/2018 14:37;2018;7;Tuesday;14;0;42.3202771;-71.09248784
I182054237;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;179;0;10/07/2018 14:37;2018;7;Tuesday;14;0;0;0
I182054236;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;297;0;10/07/2018 13:37;2018;7;Tuesday;13;0;0;0
I182054226;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;282;0;10/07/2018 13:59;2018;7;Tuesday;13;0;0;0
I182054220;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;329;0;10/07/2018 12:52;2018;7;Tuesday;12;1;0;0
I182054220;1848;Drug Violation;DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP;B2;329;0;10/07/2018 12:52;2018;7;Tuesday;12;0;0;0
I182054220;2906;Violations;VAL - OPERATING UNREG/UNINS  CAR;B2;329;0;10/07/2018 12:52;2018;7;Tuesday;12;1;0;0
I182054218;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;321;0;09/07/2018 14:00;2018;7;Monday;14;0;0;0
I182054214;3115;Investigate Person;INVESTIGATE PERSON;B2;263;0;05/07/2018 21:00;2018;7;Thursday;21;0;42.33031057;-71.08935457
I182054210;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2; ;0;10/07/2018 12:45;2018;7;Tuesday;12;0;42.33167475;-71.09640092
I182054207;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;294;1;10/07/2018 13:04;2018;7;Tuesday;13;1;42.32872589;-71.08382217
I182054189;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;319;0;10/07/2018 11:30;2018;7;Tuesday;11;0;42.31089986;-71.08007661
I182054183;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;182;0;10/07/2018 11:46;2018;7;Tuesday;11;1;42.31193743;-71.08342088
I182054183;2906;Violations;VAL - OPERATING UNREG/UNINS  CAR;B2;182;0;10/07/2018 11:46;2018;7;Tuesday;11;1;42.32249601;-71.0690918
I182054171;3410;Towed;TOWED MOTOR VEHICLE;B2;311;0;10/07/2018 08:57;2018;7;Tuesday;8;0;42.30845311;-71.08718664
I182054165;3301;Verbal Disputes;VERBAL DISPUTE;B2;325;0;10/07/2018 10:16;2018;7;Tuesday;10;0;42.3156892;-71.08951391
I182054143;2647;Other;THREATS TO DO BODILY HARM;B2;286;0;10/07/2018 09:41;2018;7;Tuesday;9;0;42.31940816;-71.08140505
I182054139;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;258;0;09/07/2018 05:45;2018;7;Monday;5;0;42.315969;-71.066253
I182054138;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;315;0;10/07/2018 09:22;2018;7;Tuesday;9;0;42.31252546;-71.07389321
I182054130;3207;Property Found;PROPERTY - FOUND;B2;325;0;10/07/2018 08:01;2018;7;Tuesday;8;0;42.31252546;-71.07389321
I182054121;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;178;0;10/07/2018 07:10;2018;7;Tuesday;7;0;42.32995896;-71.08694241
I182054119;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;293;0;10/07/2018 07:50;2018;7;Tuesday;7;0;42.32311604;-71.0691723
I182054112;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;329;0;10/07/2018 05:31;2018;7;Tuesday;5;0;42.32019753;-71.06641761
I182054107;3410;Towed;TOWED MOTOR VEHICLE;B2;296;0;09/07/2018 07:30;2018;7;Monday;7;0;42.32499184;-71.08510544
I182054105;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2; ;0;10/07/2018 04:06;2018;7;Tuesday;4;0;42.3078214;-71.08354076
I182054101;3301;Verbal Disputes;VERBAL DISPUTE;B2;265;0;10/07/2018 02:01;2018;7;Tuesday;2;0;42.32104169;-71.07215291
I182054089;2662;Ballistics;BALLISTICS EVIDENCE/FOUND;B2;295;0;10/07/2018 00:24;2018;7;Tuesday;0;1;42.30639716;-71.08349251
I182054086;3301;Verbal Disputes;VERBAL DISPUTE;B2;306;0;09/07/2018 23:55;2018;7;Monday;23;0;42.32853529;-71.08213874
I182054085;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;298;0;10/07/2018 00:08;2018;7;Tuesday;0;1;42.32853529;-71.08213874
I182054072;3115;Investigate Person;INVESTIGATE PERSON;B2;326;0;09/07/2018 21:54;2018;7;Monday;21;0;42.32853529;-71.08213874
I182054069;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;264;0;09/07/2018 19:00;2018;7;Monday;19;0;42.32853529;-71.08213874
I182054027;3301;Verbal Disputes;VERBAL DISPUTE;B2;330;0;09/07/2018 19:32;2018;7;Monday;19;0;42.32853529;-71.08213874
I182054026;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;602;0;09/07/2018 19:49;2018;7;Monday;19;0;42.32853529;-71.08213874
I182054020;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;180;0;09/07/2018 19:26;2018;7;Monday;19;0;42.33176796;-71.07182739
I182053999;3301;Verbal Disputes;VERBAL DISPUTE;B2;331;0;09/07/2018 17:43;2018;7;Monday;17;0;42.33176796;-71.07182739
I182053998;1841;Drug Violation;DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP;B2;311;0;09/07/2018 18:26;2018;7;Monday;18;0;42.32224199;-71.08432664
I182053991;1845;Drug Violation;DRUGS - POSS CLASS D;B2;319;0;09/07/2018 17:34;2018;7;Monday;17;0;42.32866284;-71.08563401
I182053989;3119;Firearm Discovery;FIREARM/WEAPON - FOUND OR CONFISCATED;B2;182;0;09/07/2018 18:01;2018;7;Monday;18;0;42.30938437;-71.08262277
I182053987;3115;Investigate Person;INVESTIGATE PERSON;B2;331;0;09/07/2018 16:59;2018;7;Monday;16;0;42.30938437;-71.08262277
I182053975;3201;Property Lost;PROPERTY - LOST;B2;289;0;09/07/2018 12:30;2018;7;Monday;12;0;42.30938437;-71.08262277
I182053972;3207;Property Found;PROPERTY - FOUND;B2;289;0;09/07/2018 17:26;2018;7;Monday;17;0;42.31175348;-71.08197378
I182053963;3301;Verbal Disputes;VERBAL DISPUTE;B2;330;0;09/07/2018 16:21;2018;7;Monday;16;0;42.32368852;-71.07519735
I182053962;1402;Vandalism;VANDALISM;B2;237;0;09/07/2018 11:00;2018;7;Monday;11;0;0;0
I182053961;3207;Property Found;PROPERTY - FOUND;B2;289;0;09/07/2018 16:59;2018;7;Monday;16;0;42.32579408;-71.08563758
I182053951;2647;Other;THREATS TO DO BODILY HARM;B2;301;0;09/07/2018 16:41;2018;7;Monday;16;0;42.30911422;-71.08667126
I182053948;3207;Property Found;PROPERTY - FOUND;B2;289;0;09/07/2018 16:31;2018;7;Monday;16;0;42.3220384;-71.07140396
I182053926;724;Auto Theft;AUTO THEFT;B2;585;0;06/07/2018 20:00;2018;7;Friday;20;0;42.3220384;-71.07140396
I182053923;3301;Verbal Disputes;VERBAL DISPUTE;B2;286;0;09/07/2018 13:51;2018;7;Monday;13;0;42.31679542;-71.07964562
I182053909;3301;Verbal Disputes;VERBAL DISPUTE;B2;287;0;09/07/2018 14:04;2018;7;Monday;14;0;42.31369016;-71.07696741
I182053890;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;278;0;02/07/2018 11:39;2018;7;Monday;11;0;42.33314815;-71.08467709
I182053880;801;Simple Assault;ASSAULT - SIMPLE;B2;178;0;09/07/2018 12:14;2018;7;Monday;12;0;42.33508374;-71.08838427
I182053874;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;316;0;07/07/2018 12:00;2018;7;Saturday;12;0;42.31623975;-71.0669515
I182053872;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;300;0;08/07/2018 16:00;2018;7;Sunday;16;0;42.31315055;-71.08513733
I182053869;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;264;0;09/07/2018 12:24;2018;7;Monday;12;0;42.31676691;-71.07714054
I182053868;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;259;0;09/07/2018 11:57;2018;7;Monday;11;0;42.32805817;-71.06956313
I182053816;3201;Property Lost;PROPERTY - LOST;B2;601;0;05/07/2018 02:00;2018;7;Thursday;2;0;42.32725736;-71.09274062
I182053810;1402;Vandalism;VANDALISM;B2;183;0;09/07/2018 08:55;2018;7;Monday;8;0;42.31082693;-71.08156786
I182053806;3410;Towed;TOWED MOTOR VEHICLE;B2;286;0;09/07/2018 08:31;2018;7;Monday;8;0;42.32300514;-71.08081696
I182053802;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;180;0;09/07/2018 01:55;2018;7;Monday;1;0;0;0
I182053798;724;Auto Theft;AUTO THEFT;B2;326;0;08/07/2018 19:30;2018;7;Sunday;19;0;42.32037671;-71.07903447
I182053793;3114;Investigate Property;INVESTIGATE PROPERTY;B2; ;0;09/07/2018 03:34;2018;7;Monday;3;0;42.32576082;-71.08389092
I182053791;724;Auto Theft;AUTO THEFT;B2;332;0;09/07/2018 02:14;2018;7;Monday;2;0;42.31904705;-71.09399992
I182053789;1602;Prostitution;PROSTITUTION - SOLICITING;B2;180;0;09/07/2018 02:20;2018;7;Monday;2;0;42.32243032;-71.08627064
I182053786;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;294;0;09/07/2018 01:32;2018;7;Monday;1;1;42.31161123;-71.076256
I182053767;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;593;0;08/07/2018 21:15;2018;7;Sunday;21;0;42.31987272;-71.07776928
I182053758;3001;Medical Assistance;DEATH INVESTIGATION;B2;184;0;08/07/2018 22:05;2018;7;Sunday;22;0;42.30505376;-71.08403633
I182053749;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;321;0;08/07/2018 21:12;2018;7;Sunday;21;1;42.33364098;-71.1008891
I182053749;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;321;0;08/07/2018 21:12;2018;7;Sunday;21;1;42.3252158;-71.07492178
I182053749;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;321;0;08/07/2018 21:12;2018;7;Sunday;21;1;42.3116312;-71.06974316
I182053749;2647;Other;THREATS TO DO BODILY HARM;B2;321;0;08/07/2018 21:12;2018;7;Sunday;21;0;42.32026821;-71.08150494
I182053732;3115;Investigate Person;INVESTIGATE PERSON;B2;331;0;08/07/2018 20:44;2018;7;Sunday;20;0;42.3081556;-71.08626348
I182053712;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2; ;0;08/07/2018 18:11;2018;7;Sunday;18;0;42.32337718;-71.06932518
I182053709;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;300;0;08/07/2018 18:46;2018;7;Sunday;18;1;42.3146396;-71.06833221
I182053704;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;612;0;08/07/2018 18:27;2018;7;Sunday;18;1;42.33402461;-71.09039049
I182053700;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;183;0;08/07/2018 18:29;2018;7;Sunday;18;0;42.33402461;-71.09039049
I182053694;619;Larceny;LARCENY ALL OTHERS;B2;319;0;07/07/2018 17:00;2018;7;Saturday;17;0;42.30505376;-71.08403633
I182053689;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;178;0;08/07/2018 17:12;2018;7;Sunday;17;1;42.31986423;-71.06600589
I182053688;1402;Vandalism;VANDALISM;B2;184;0;07/07/2018 23:00;2018;7;Saturday;23;0;42.33402461;-71.09039049
I182053686;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;292;0;08/07/2018 17:21;2018;7;Sunday;17;0;42.3246387;-71.09531354
I182053683;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;262;0;08/07/2018 16:53;2018;7;Sunday;16;0;42.31335397;-71.07961067
I182053681;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;279;0;08/07/2018 16:25;2018;7;Sunday;16;0;42.33402461;-71.09039049
I182053678;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;258;0;08/07/2018 16:32;2018;7;Sunday;16;0;42.3309118;-71.1065199
I182053666;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;276;0;08/07/2018 15:41;2018;7;Sunday;15;0;42.33479486;-71.08562454
I182053665;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;268;0;08/07/2018 14:48;2018;7;Sunday;14;0;42.33192532;-71.08411222
I182053650;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;268;0;08/07/2018 13:33;2018;7;Sunday;13;0;42.33153805;-71.08015661
I182053643;2647;Other;THREATS TO DO BODILY HARM;B2;261;0;08/07/2018 13:48;2018;7;Sunday;13;0;42.3295381;-71.07163555
I182053633;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;602;0;05/07/2018 08:00;2018;7;Thursday;8;0;42.3125963;-71.09287584
I182053630;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;181;0;02/07/2018 19:45;2018;7;Monday;19;0;42.32686448;-71.0929182
I182053628;724;Auto Theft;AUTO THEFT;B2;316;0;07/07/2018 17:00;2018;7;Saturday;17;0;42.31858817;-71.07778653
I182053623;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2; ;0;08/07/2018 11:42;2018;7;Sunday;11;1;42.31478432;-71.07160997
I182053623;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2; ;0;08/07/2018 11:42;2018;7;Sunday;11;0;42.33353077;-71.09845207
I182053623;2102;Operating Under the Influence;OPERATING UNDER THE INFLUENCE DRUGS;B2; ;0;08/07/2018 11:42;2018;7;Sunday;11;0;42.32066147;-71.07067867
I182053617;619;Larceny;LARCENY ALL OTHERS;B2;280;0;07/07/2018 17:00;2018;7;Saturday;17;0;42.3346586;-71.08469354
I182053607;1402;Vandalism;VANDALISM;B2;184;0;07/07/2018 04:00;2018;7;Saturday;4;0;42.32613742;-71.07531938
I182053606;617;Larceny;LARCENY THEFT FROM BUILDING;B2;603;0;08/07/2018 11:05;2018;7;Sunday;11;0;42.31224327;-71.07549901
I182053599;2647;Other;THREATS TO DO BODILY HARM;B2;305;0;08/07/2018 10:03;2018;7;Sunday;10;0;0;0
I182053591;724;Auto Theft;AUTO THEFT;B2;317;0;08/07/2018 09:21;2018;7;Sunday;9;0;42.31269402;-71.06842736
I182053591;3114;Investigate Property;INVESTIGATE PROPERTY;B2;317;0;08/07/2018 09:21;2018;7;Sunday;9;0;42.32613742;-71.07531938
I182053573;3501;Missing Person Reported;MISSING PERSON;B2;304;0;08/07/2018 00:05;2018;7;Sunday;0;0;42.32579408;-71.08563758
I182053573;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;304;0;08/07/2018 00:05;2018;7;Sunday;0;0;42.33852947;-71.10768028
I182053560;3301;Verbal Disputes;VERBAL DISPUTE;B2;901;0;07/07/2018 23:37;2018;7;Saturday;23;0;42.31920512;-71.06676803
I182053559;3501;Missing Person Reported;MISSING PERSON;B2;312;0;07/07/2018 23:43;2018;7;Saturday;23;0;42.31250552;-71.08314735
I182053559;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;312;0;07/07/2018 23:43;2018;7;Saturday;23;0;42.31250552;-71.08314735
I182053555;3114;Investigate Property;INVESTIGATE PROPERTY;B2;328;0;08/07/2018 01:58;2018;7;Sunday;1;0;42.31250552;-71.08314735
I182053548;617;Larceny;LARCENY THEFT FROM BUILDING;B2;911;0;08/07/2018 00:12;2018;7;Sunday;0;0;42.31250552;-71.08314735
I182053533;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;909;1;07/07/2018 23:33;2018;7;Saturday;23;1;42.31236298;-71.06890381
I182053526;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;180;0;07/07/2018 23:05;2018;7;Saturday;23;0;42.30799051;-71.08639196
I182053522;3115;Investigate Person;INVESTIGATE PERSON;B2;258;0;07/07/2018 22:00;2018;7;Saturday;22;0;0;0
I182053517;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2; ;0;07/07/2018 20:58;2018;7;Saturday;20;0;42.32380776;-71.08915023
I182053517;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2; ;0;07/07/2018 20:58;2018;7;Saturday;20;0;42.33606304;-71.10782832
I182053515;617;Larceny;LARCENY THEFT FROM BUILDING;B2;280;0;05/07/2018 13:00;2018;7;Thursday;13;0;42.32095643;-71.0699261
I182053513;617;Larceny;LARCENY THEFT FROM BUILDING;B2;281;0;06/07/2018 01:00;2018;7;Friday;1;0;42.30803768;-71.08359213
I182053511;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;305;0;07/07/2018 21:52;2018;7;Saturday;21;0;42.32969471;-71.0704441
I182053501;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;311;0;07/07/2018 21:28;2018;7;Saturday;21;0;42.31949081;-71.06627425
I182053495;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;319;0;07/07/2018 21:06;2018;7;Saturday;21;1;42.32809836;-71.08823477
I182053485;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;301;0;07/07/2018 19:24;2018;7;Saturday;19;0;42.32052521;-71.07610051
I182053484;2403;Disorderly Conduct;DISTURBING THE PEACE;B2;319;0;07/07/2018 16:41;2018;7;Saturday;16;0;42.32853529;-71.08213874
I182053479;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;295;0;07/07/2018 10:35;2018;7;Saturday;10;0;42.31735472;-71.0658297
I182053469;1402;Vandalism;VANDALISM;B2;588;0;07/07/2018 19:03;2018;7;Saturday;19;0;42.33330171;-71.08181675
I182053467;3301;Verbal Disputes;VERBAL DISPUTE;B2;321;0;07/07/2018 18:25;2018;7;Saturday;18;0;42.32853842;-71.07596301
I182053460;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2; ;0;07/07/2018 18:12;2018;7;Saturday;18;0;42.32909192;-71.07533503
I182053448;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;325;0;07/07/2018 16:00;2018;7;Saturday;16;0;42.32105956;-71.07313291
I182053438;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;327;0;07/07/2018 16:13;2018;7;Saturday;16;0;42.33551534;-71.10083207
I182053434;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;328;0;07/07/2018 16:04;2018;7;Saturday;16;0;42.32755105;-71.0691618
I182053429;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;287;0;07/07/2018 15:50;2018;7;Saturday;15;0;42.31242132;-71.09154902
I182053427;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;328;0;30/06/2018 16:19;2018;6;Saturday;16;0;0;0
I182053414;3125;Warrant Arrests;WARRANT ARREST;B2;316;1;07/07/2018 15:06;2018;7;Saturday;15;0;0;0
I182053404;617;Larceny;LARCENY THEFT FROM BUILDING;B2;309;0;07/07/2018 11:58;2018;7;Saturday;11;0;0;0
I182053401;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;584;0;06/07/2018 22:00;2018;7;Friday;22;0;0;0
I182053392;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;318;0;07/07/2018 12:33;2018;7;Saturday;12;0;42.32943305;-71.08333026
I182053387;3114;Investigate Property;INVESTIGATE PROPERTY;B2;325;0;07/07/2018 11:08;2018;7;Saturday;11;0;42.31986423;-71.06600589
I182053386;3115;Investigate Person;INVESTIGATE PERSON;B2;258;0;03/07/2018 12:33;2018;7;Tuesday;12;0;42.33183572;-71.10432873
I182053375;3301;Verbal Disputes;VERBAL DISPUTE;B2;308;0;07/07/2018 10:57;2018;7;Saturday;10;0;42.32006163;-71.09297076
I182053366;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;316;0;07/07/2018 11:15;2018;7;Saturday;11;0;42.31190459;-71.09049521
I182053363;3114;Investigate Property;INVESTIGATE PROPERTY;B2;181;0;07/07/2018 11:27;2018;7;Saturday;11;0;42.31190459;-71.09049521
I182053356;3301;Verbal Disputes;VERBAL DISPUTE;B2;329;0;07/07/2018 10:35;2018;7;Saturday;10;0;42.31943966;-71.09467467
I182053344;613;Larceny;LARCENY SHOPLIFTING;B2;329;0;07/07/2018 08:54;2018;7;Saturday;8;0;42.31943966;-71.09467467
I182053344;619;Larceny;LARCENY ALL OTHERS;B2;329;0;07/07/2018 08:54;2018;7;Saturday;8;0;42.31922045;-71.06783906
